Date,Time,Power Factor AN Min,Power Factor AN Avg,Power Factor AN Max,Power Factor AN Status,Power Factor BN Min,Power Factor BN Avg,Power Factor BN Max,Power Factor BN Status,Power Factor CN Min,Power Factor CN Avg,Power Factor CN Max,Power Factor CN Status,Power Factor Total Min,Power Factor Total Avg,Power Factor Total Max,Power Factor AN Status
25-02-2025,23:02.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:02.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:02.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:02.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:03.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:03.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:03.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:03.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:04.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:04.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:04.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:04.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:05.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:05.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:05.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:05.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:06.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:06.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:06.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:06.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:07.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:07.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:07.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:07.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:08.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:08.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:08.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:08.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:09.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:09.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:09.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:09.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:10.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:10.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:10.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:10.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:11.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:11.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:11.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:11.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:12.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:12.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:12.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:12.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:13.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:13.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:13.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:13.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:14.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:14.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:14.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:14.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:15.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:15.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:15.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:15.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:16.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:16.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:16.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:16.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:17.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:17.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:17.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:17.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:18.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:18.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:18.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:18.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:19.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:19.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:19.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:19.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:20.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:20.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:20.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:20.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:21.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:21.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:21.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:21.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:22.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:22.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:22.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:22.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:23.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:23.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:23.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:23.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:24.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:24.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:24.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:24.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:25.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:25.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:25.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:25.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:26.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:26.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:26.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:26.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:27.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:27.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:27.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:27.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:28.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:28.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:28.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:28.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:29.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:29.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:29.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:29.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:30.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:30.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:30.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:30.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:31.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:31.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:31.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:31.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:32.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:32.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:32.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:32.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:33.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:33.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:33.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:33.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:34.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:34.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:34.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:34.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:35.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:35.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:35.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:35.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:36.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:36.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:36.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:36.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:37.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:37.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:37.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:37.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:38.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:38.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:38.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:38.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:39.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:39.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:39.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:39.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:40.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:40.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:40.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:40.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:41.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:41.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:41.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:41.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:42.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:42.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.96,0.96,
25-02-2025,23:42.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:42.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:43.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:43.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:43.6,0.98,0.98,0.98,,0.92,0.92,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:43.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:44.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:44.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:44.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:44.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:45.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:45.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:45.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:45.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:46.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:46.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:46.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:46.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:47.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:47.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:47.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:47.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:48.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:48.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:48.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:48.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:49.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:49.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:49.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.95,0.95,0.95,
25-02-2025,23:49.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:50.1,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:50.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:50.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:50.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:51.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:51.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:51.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:51.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:52.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:52.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:52.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:52.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:53.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:53.3,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:53.6,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:53.8,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:54.1,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:54.3,0.98,0.98,0.98,,0.93,0.93,0.93,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:54.6,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
25-02-2025,23:54.8,0.98,0.98,0.98,,0.92,0.92,0.92,,0.99,0.99,0.99,,0.96,0.96,0.96,
